Position Label,Beacon1,RSSI1,Beacon2,RSSI2,Beacon3,RSSI3,Beacon4,RSSI4,Beacon5,RSSI5,Beacon6,RSSI6,Beacon7,RSSI7,Beacon8,RSSI8,Beacon9,RSSI9,Beacon10,RSSI10
0,20,-63,30,-69,60,-74,70,-74,80,-77,90,-71,130,-72,140,-64,150,-62,160,-70
0,20,-60,30,-64,60,-75,70,-76,80,-66,90,-71,130,-75,140,-64,150,-70,160,-70
0,20,-60,30,-63,60,-73,70,-70,80,-75,90,-70,130,-76,140,-67,150,-68,160,-69
0,20,-64,30,-68,60,-71,70,-72,80,-77,90,-74,130,-76,140,-61,150,-69,160,-73
0,20,-60,30,-64,60,-74,70,-75,80,-71,90,-77,130,-70,140,-63,150,-69,160,-75
0,20,-60,30,-70,60,-71,70,-77,80,-67,90,-70,130,-69,140,-66,150,-61,160,-71
0,20,-61,30,-66,60,-73,70,-80,80,-71,90,-79,130,-73,140,-67,150,-68,160,-75
0,20,-62,30,-63,60,-73,70,-76,80,-80,90,-78,130,-69,140,-63,150,-70,160,-72
0,20,-64,30,-64,60,-71,70,-75,80,-79,90,-70,130,-70,140,-62,150,-69,160,-73
0,20,-64,30,-68,60,-72,70,-81,80,-78,90,-76,130,-69,140,-60,150,-69,160,-71
0,20,-64,30,-68,60,-74,70,-70,80,-72,90,-75,130,-69,140,-61,150,-67,160,-72
0,20,-63,30,-67,60,-72,70,-77,80,-72,90,-75,130,-69,140,-60,150,-62,160,-76
0,20,-61,30,-69,60,-74,70,-75,80,-73,90,-76,130,-69,140,-60,150,-62,160,-71
0,20,-62,30,-66,60,-73,70,-72,80,-71,90,-80,130,-70,140,-67,150,-61,160,-76
0,20,-60,30,-64,60,-73,70,-70,80,-79,90,-78,130,-73,140,-60,150,-61,160,-76
0,20,-62,30,-69,60,-75,70,-74,80,-66,90,-79,130,-69,140,-63,150,-60,160,-74
0,20,-62,30,-65,60,-73,70,-69,80,-78,90,-74,130,-71,140,-60,150,-69,160,-71
0,20,-61,30,-69,60,-75,70,-86,80,-70,90,-71,130,-73,140,-68,150,-67,160,-71
0,20,-62,30,-69,60,-71,70,-70,80,-68,90,-73,130,-68,140,-68,150,-66,160,-71
0,20,-60,30,-65,60,-74,70,-78,80,-76,90,-70,130,-73,140,-66,150,-61,160,-71
0,20,-62,30,-66,60,-72,70,-81,80,-67,90,-70,130,-69,140,-63,150,-68,160,-70
0,20,-61,30,-67,60,-71,70,-77,80,-72,90,-79,130,-67,140,-61,150,-62,160,-73
0,20,-60,30,-66,60,-70,70,-70,80,-70,90,-76,130,-69,140,-64,150,-67,160,-72
0,20,-61,30,-68,60,-72,70,-76,80,-67,90,-83,130,-74,140,-64,150,-70,160,-70
0,20,-63,30,-68,60,-75,70,-70,80,-69,90,-75,130,-69,140,-68,150,-71,160,-71
0,20,-64,30,-66,60,-76,70,-70,80,-69,90,-71,130,-78,140,-66,150,-68,160,-71
0,20,-64,30,-70,60,-70,70,-75,80,-74,90,-75,130,-78,140,-61,150,-66,160,-75
0,20,-63,30,-66,60,-71,70,-82,80,-66,90,-75,130,-71,140,-61,150,-61,160,-75
0,20,-60,30,-63,60,-74,70,-71,80,-82,90,-76,130,-68,140,-67,150,-70,160,-73
0,20,-63,30,-68,60,-73,70,-69,80,-66,90,-76,130,-75,140,-63,150,-69,160,-71
0,20,-60,30,-65,60,-73,70,-69,80,-70,90,-76,130,-67,140,-64,150,-69,160,-73
0,20,-62,30,-63,60,-74,70,-85,80,-70,90,-75,130,-74,140,-60,150,-69,160,-72
0,20,-61,30,-68,60,-71,70,-74,80,-67,90,-72,130,-68,140,-66,150,-61,160,-72
0,20,-60,30,-64,60,-75,70,-74,80,-71,90,-80,130,-69,140,-64,150,-62,160,-72
0,20,-64,30,-64,60,-75,70,-69,80,-78,90,-73,130,-68,140,-63,150,-71,160,-71
0,20,-63,30,-64,60,-74,70,-70,80,-67,90,-74,130,-74,140,-63,150,-69,160,-72
0,20,-62,30,-65,60,-72,70,-82,80,-71,90,-80,130,-68,140,-60,150,-70,160,-71
0,20,-62,30,-63,60,-74,70,-83,80,-84,90,-71,130,-68,140,-60,150,-69,160,-71
0,20,-61,30,-62,60,-75,70,-75,80,-71,90,-72,130,-69,140,-61,150,-69,160,-73
0,20,-63,30,-63,60,-72,70,-81,80,-87,90,-75,130,-69,140,-67,150,-60,160,-73
0,20,-60,30,-65,60,-76,70,-76,80,-86,90,-83,130,-68,140,-66,150,-69,160,-71
0,20,-61,30,-63,60,-72,70,-84,80,-66,90,-75,130,-67,140,-62,150,-67,160,-70
0,20,-61,30,-66,60,-73,70,-83,80,-83,90,-76,130,-69,140,-60,150,-68,160,-71
0,20,-61,30,-69,60,-73,70,-75,80,-71,90,-75,130,-68,140,-63,150,-67,160,-76
0,20,-64,30,-64,60,-75,70,-82,80,-81,90,-72,130,-67,140,-64,150,-61,160,-70
0,20,-61,30,-69,60,-69,70,-75,80,-76,90,-81,130,-75,140,-67,150,-70,160,-75
0,20,-61,30,-66,60,-72,70,-74,80,-70,90,-81,130,-66,140,-63,150,-68,160,-72
0,20,-61,30,-63,60,-77,70,-69,80,-67,90,-71,130,-75,140,-62,150,-63,160,-74
0,20,-61,30,-65,60,-74,70,-78,80,-68,90,-82,130,-74,140,-67,150,-65,160,-70
0,20,-63,30,-62,60,-73,70,-82,80,-71,90,-72,130,-75,140,-60,150,-69,160,-76
0,20,-62,30,-71,60,-71,70,-79,80,-68,90,-79,130,-67,140,-62,150,-69,160,-74
0,20,-61,30,-70,60,-73,70,-70,80,-76,90,-73,130,-69,140,-61,150,-68,160,-78
0,20,-60,30,-64,60,-75,70,-85,80,-69,90,-82,130,-69,140,-67,150,-64,160,-76
0,20,-63,30,-64,60,-70,70,-83,80,-68,90,-86,130,-72,140,-60,150,-66,160,-78
0,20,-62,30,-64,60,-73,70,-82,80,-72,90,-82,130,-68,140,-67,150,-63,160,-72
0,20,-62,30,-66,60,-74,70,-71,80,-66,90,-75,130,-74,140,-62,150,-69,160,-76
0,20,-62,30,-65,60,-70,70,-71,80,-77,90,-80,130,-70,140,-60,150,-71,160,-73
0,20,-61,30,-62,60,-71,70,-84,80,-81,90,-71,130,-68,140,-61,150,-68,160,-72
0,20,-61,30,-68,60,-73,70,-75,80,-67,90,-71,130,-73,140,-62,150,-69,160,-76
0,20,-63,30,-65,60,-73,70,-87,80,-70,90,-77,130,-74,140,-66,150,-69,160,-74
0,20,-62,30,-61,60,-73,70,-70,80,-66,90,-78,130,-68,140,-68,150,-67,160,-72
0,20,-62,30,-64,60,-73,70,-78,80,-72,90,-73,130,-68,140,-60,150,-62,160,-72
0,20,-63,30,-63,60,-75,70,-73,80,-86,90,-85,130,-69,140,-60,150,-63,160,-70
0,20,-62,30,-64,60,-73,70,-69,80,-74,90,-72,130,-90,140,-68,150,-62,160,-73
0,20,-60,30,-64,60,-70,70,-68,80,-68,90,-71,130,-72,140,-60,150,-69,160,-69
0,20,-62,30,-68,60,-74,70,-69,80,-77,90,-78,130,-72,140,-68,150,-61,160,-73
0,20,-62,30,-63,60,-72,70,-87,80,-76,90,-81,130,-71,140,-65,150,-70,160,-78
0,20,-63,30,-66,60,-77,70,-70,80,-73,90,-81,130,-76,140,-67,150,-70,160,-73
0,20,-63,30,-69,60,-72,70,-71,80,-77,90,-76,130,-71,140,-68,150,-68,160,-69
0,20,-63,30,-69,60,-73,70,-68,80,-77,90,-75,130,-74,140,-67,150,-68,160,-72
0,20,-61,30,-65,60,-74,70,-73,80,-75,90,-76,130,-70,140,-66,150,-68,160,-70
0,20,-61,30,-62,60,-72,70,-74,80,-73,90,-74,130,-69,140,-66,150,-71,160,-73
0,20,-63,30,-63,60,-72,70,-74,80,-70,90,-73,130,-71,140,-62,150,-70,160,-73
0,20,-63,30,-65,60,-73,70,-70,80,-71,90,-77,130,-72,140,-61,150,-69,160,-69
0,20,-63,30,-68,60,-73,70,-71,80,-67,90,-73,130,-75,140,-64,150,-68,160,-71
0,20,-63,30,-62,60,-72,70,-73,80,-84,90,-83,130,-73,140,-59,150,-68,160,-79
0,20,-63,30,-68,60,-76,70,-86,80,-81,90,-78,130,-65,140,-64,150,-61,160,-72
0,20,-64,30,-64,60,-74,70,-74,80,-67,90,-73,130,-69,140,-64,150,-68,160,-73
0,20,-61,30,-65,60,-70,70,-76,80,-71,90,-73,130,-66,140,-66,150,-68,160,-78
0,20,-63,30,-69,60,-75,70,-75,80,-69,90,-69,130,-65,140,-68,150,-68,160,-73
0,20,-60,30,-66,60,-76,70,-79,80,-72,90,-78,130,-75,140,-67,150,-66,160,-76
0,20,-60,30,-67,60,-70,70,-74,80,-75,90,-71,130,-77,140,-67,150,-69,160,-72
0,20,-61,30,-68,60,-72,70,-85,80,-74,90,-78,130,-75,140,-62,150,-61,160,-72
0,20,-61,30,-67,60,-71,70,-82,80,-71,90,-85,130,-76,140,-63,150,-61,160,-72
0,20,-62,30,-64,60,-72,70,-83,80,-71,90,-72,130,-74,140,-67,150,-67,160,-76
0,20,-60,30,-62,60,-77,70,-77,80,-66,90,-73,130,-74,140,-66,150,-67,160,-69
0,20,-61,30,-66,60,-73,70,-72,80,-82,90,-81,130,-70,140,-64,150,-70,160,-70
0,20,-60,30,-66,60,-73,70,-70,80,-77,90,-79,130,-67,140,-60,150,-69,160,-70
0,20,-60,30,-63,60,-77,70,-71,80,-71,90,-72,130,-72,140,-60,150,-70,160,-73
0,20,-61,30,-65,60,-74,70,-68,80,-80,90,-76,130,-69,140,-64,150,-67,160,-71
0,20,-60,30,-62,60,-74,70,-77,80,-68,90,-70,130,-73,140,-64,150,-61,160,-69
0,20,-64,30,-69,60,-74,70,-70,80,-73,90,-80,130,-66,140,-65,150,-61,160,-72
0,20,-61,30,-65,60,-72,70,-69,80,-68,90,-75,130,-78,140,-61,150,-68,160,-75
0,20,-63,30,-66,60,-70,70,-70,80,-70,90,-70,130,-75,140,-62,150,-69,160,-76
0,20,-63,30,-63,60,-74,70,-83,80,-77,90,-76,130,-71,140,-62,150,-70,160,-72
0,20,-62,30,-69,60,-75,70,-76,80,-74,90,-83,130,-67,140,-64,150,-67,160,-78
0,20,-62,30,-66,60,-73,70,-74,80,-81,90,-75,130,-69,140,-60,150,-69,160,-71
0,20,-63,30,-68,60,-73,70,-70,80,-77,90,-70,130,-75,140,-68,150,-69,160,-73
0,20,-60,30,-68,60,-71,70,-70,80,-78,90,-71,130,-76,140,-62,150,-69,160,-73
0,20,-62,30,-69,60,-72,70,-70,80,-78,90,-78,130,-77,140,-60,150,-70,160,-73
0,20,-60,30,-64,60,-73,70,-70,80,-72,90,-80,130,-68,140,-64,150,-62,160,-71
0,20,-62,30,-69,60,-72,70,-83,80,-67,90,-76,130,-75,140,-60,150,-69,160,-71
0,20,-60,30,-68,60,-71,70,-75,80,-83,90,-82,130,-74,140,-68,150,-69,160,-76
0,20,-63,30,-66,60,-69,70,-71,80,-81,90,-79,130,-69,140,-64,150,-69,160,-83
0,20,-60,30,-65,60,-75,70,-71,80,-71,90,-74,130,-70,140,-67,150,-60,160,-73
0,20,-94,30,-66,60,-71,70,-70,80,-71,90,-79,130,-69,140,-62,150,-68,160,-75
0,20,-62,30,-79,60,-70,70,-71,80,-72,90,-73,130,-67,140,-59,150,-69,160,-71
0,20,-63,30,-62,60,-71,70,-83,80,-70,90,-76,130,-73,140,-62,150,-62,160,-69
0,20,-62,30,-63,60,-77,70,-71,80,-68,90,-82,130,-69,140,-59,150,-71,160,-69
0,20,-62,30,-66,60,-73,70,-73,80,-68,90,-70,130,-70,140,-64,150,-62,160,-73
0,20,-62,30,-62,60,-74,70,-80,80,-67,90,-81,130,-76,140,-61,150,-69,160,-70
0,20,-60,30,-62,60,-72,70,-72,80,-78,90,-70,130,-70,140,-67,150,-69,160,-77
0,20,-62,30,-65,60,-71,70,-74,80,-78,90,-84,130,-70,140,-69,150,-70,160,-77
0,20,-61,30,-62,60,-73,70,-68,80,-73,90,-80,130,-71,140,-63,150,-68,160,-69
0,20,-61,30,-63,60,-70,70,-85,80,-81,90,-84,130,-73,140,-60,150,-68,160,-74
0,20,-61,30,-64,60,-70,70,-79,80,-75,90,-71,130,-76,140,-64,150,-61,160,-73
0,20,-61,30,-67,60,-70,70,-72,80,-76,90,-71,130,-86,140,-64,150,-69,160,-74
0,20,-61,30,-67,60,-73,70,-69,80,-70,90,-70,130,-81,140,-68,150,-62,160,-73
0,20,-62,30,-66,60,-72,70,-71,80,-67,90,-78,130,-69,140,-61,150,-67,160,-73
0,20,-62,30,-66,60,-72,70,-71,80,-66,90,-70,130,-76,140,-63,150,-71,160,-84
0,20,-59,30,-65,60,-72,70,-71,80,-80,90,-79,130,-76,140,-64,150,-61,160,-72
0,20,-64,30,-65,60,-76,70,-77,80,-73,90,-84,130,-74,140,-63,150,-69,160,-75
0,20,-63,30,-64,60,-71,70,-75,80,-82,90,-79,130,-69,140,-60,150,-69,160,-72
0,20,-61,30,-66,60,-73,70,-79,80,-69,90,-76,130,-68,140,-67,150,-61,160,-72
0,20,-61,30,-62,60,-73,70,-76,80,-79,90,-79,130,-68,140,-61,150,-70,160,-76
0,20,-63,30,-68,60,-70,70,-72,80,-74,90,-80,130,-78,140,-65,150,-67,160,-73
0,20,-60,30,-69,60,-74,70,-71,80,-68,90,-70,130,-76,140,-63,150,-68,160,-73
0,20,-63,30,-65,60,-69,70,-81,80,-68,90,-76,130,-77,140,-61,150,-70,160,-74
0,20,-63,30,-69,60,-73,70,-78,80,-74,90,-72,130,-70,140,-63,150,-67,160,-72
0,20,-61,30,-66,60,-73,70,-79,80,-81,90,-75,130,-75,140,-63,150,-68,160,-73
0,20,-61,30,-64,60,-73,70,-79,80,-67,90,-70,130,-68,140,-64,150,-70,160,-69
0,20,-62,30,-69,60,-71,70,-79,80,-84,90,-75,130,-79,140,-60,150,-68,160,-73
0,20,-61,30,-64,60,-71,70,-72,80,-68,90,-71,130,-68,140,-61,150,-72,160,-69
0,20,-61,30,-63,60,-72,70,-84,80,-76,90,-83,130,-72,140,-67,150,-61,160,-70
0,20,-62,30,-64,60,-73,70,-78,80,-65,90,-79,130,-70,140,-62,150,-61,160,-70
0,20,-61,30,-64,60,-76,70,-70,80,-73,90,-76,130,-72,140,-63,150,-61,160,-72
0,20,-60,30,-64,60,-72,70,-76,80,-68,90,-72,130,-69,140,-64,150,-69,160,-76
0,20,-59,30,-65,60,-75,70,-71,80,-84,90,-80,130,-71,140,-66,150,-68,160,-70
0,20,-62,30,-65,60,-72,70,-70,80,-75,90,-76,130,-73,140,-61,150,-63,160,-71
0,20,-63,30,-65,60,-71,70,-82,80,-73,90,-73,130,-72,140,-61,150,-67,160,-76
0,20,-61,30,-65,60,-72,70,-71,80,-81,90,-71,130,-70,140,-62,150,-62,160,-70
0,20,-61,30,-65,60,-72,70,-69,80,-74,90,-83,130,-72,140,-63,150,-67,160,-72
0,20,-61,30,-63,60,-72,70,-72,80,-71,90,-71,130,-68,140,-62,150,-68,160,-71
0,20,-61,30,-63,60,-71,70,-79,80,-69,90,-77,130,-80,140,-68,150,-67,160,-74
0,20,-63,30,-68,60,-75,70,-68,80,-80,90,-80,130,-68,140,-59,150,-61,160,-79
0,20,-61,30,-66,60,-75,70,-98,80,-67,90,-83,130,-70,140,-65,150,-68,160,-75
0,20,-62,30,-67,60,-74,70,-71,80,-74,90,-81,130,-72,140,-70,150,-67,160,-75
0,20,-64,30,-65,60,-74,70,-73,80,-73,90,-71,130,-73,140,-69,150,-65,160,-72
0,20,-60,30,-63,60,-72,70,-84,80,-72,90,-86,130,-70,140,-64,150,-74,160,-74
0,20,-60,30,-68,60,-72,70,-73,80,-80,90,-74,130,-69,140,-65,150,-65,160,-74
0,20,-61,30,-70,60,-75,70,-79,80,-72,90,-79,130,-71,140,-62,150,-70,160,-77
0,20,-62,30,-65,60,-77,70,-72,80,-81,90,-83,130,-69,140,-70,150,-71,160,-66
0,20,-58,30,-63,60,-74,70,-76,80,-68,90,-83,130,-74,140,-62,150,-60,160,-70
0,20,-64,30,-68,60,-71,70,-72,80,-72,90,-72,130,-72,140,-68,150,-68,160,-68
0,20,-63,30,-68,60,-72,70,-79,80,-77,90,-76,130,-71,140,-63,150,-70,160,-68
0,20,-64,30,-67,60,-72,70,-72,80,-67,90,-76,130,-71,140,-67,150,-68,160,-80
0,20,-62,30,-69,60,-73,70,-72,80,-72,90,-81,130,-71,140,-69,150,-70,160,-80
0,20,-61,30,-64,60,-74,70,-91,80,-81,90,-71,130,-69,140,-64,150,-61,160,-78
0,20,-63,30,-63,60,-71,70,-70,80,-66,90,-81,130,-73,140,-61,150,-70,160,-68
0,20,-65,30,-65,60,-72,70,-71,80,-66,90,-71,130,-70,140,-66,150,-62,160,-79
0,20,-61,30,-65,60,-71,70,-69,80,-71,90,-83,130,-72,140,-61,150,-68,160,-76
0,20,-62,30,-68,60,-72,70,-82,80,-82,90,-71,130,-68,140,-69,150,-68,160,-70
0,20,-60,30,-70,60,-73,70,-72,80,-73,90,-78,130,-69,140,-62,150,-62,160,-71
0,20,-62,30,-64,60,-73,70,-78,80,-91,90,-78,130,-71,140,-66,150,-61,160,-73
0,20,-60,30,-67,60,-73,70,-73,80,-70,90,-74,130,-72,140,-62,150,-69,160,-68
0,20,-62,30,-65,60,-71,70,-71,80,-68,90,-79,130,-69,140,-64,150,-69,160,-71
0,20,-67,30,-70,60,-74,70,-82,80,-78,90,-73,130,-69,140,-63,150,-69,160,-76
0,20,-74,30,-65,60,-75,70,-78,80,-69,90,-79,130,-68,140,-73,150,-71,160,-66
0,20,-62,30,-67,60,-69,70,-73,80,-66,90,-74,130,-73,140,-68,150,-74,160,-70
0,20,-63,30,-68,60,-74,70,-74,80,-67,90,-77,130,-66,140,-58,150,-61,160,-73
0,20,-70,30,-67,60,-88,70,-78,80,-77,90,-81,130,-70,140,-59,150,-65,160,-71
0,20,-70,30,-63,60,-78,70,-72,80,-75,90,-84,130,-73,140,-69,150,-63,160,-66
0,20,-65,30,-65,60,-73,70,-76,80,-77,90,-77,130,-73,140,-70,150,-65,160,-71
0,20,-69,30,-65,60,-79,70,-71,80,-79,90,-77,130,-73,140,-63,150,-82,160,-79
0,20,-69,30,-69,60,-76,70,-71,80,-70,90,-74,130,-67,140,-65,150,-78,160,-70
0,20,-62,30,-66,60,-72,70,-78,80,-71,90,-85,130,-69,140,-69,150,-63,160,-65
0,20,-65,30,-67,60,-73,70,-71,80,-68,90,-83,130,-72,140,-66,150,-60,160,-63
0,20,-61,30,-60,60,-78,70,-72,80,-74,90,-72,130,-74,140,-63,150,-62,160,-70
0,20,-68,30,-68,60,-72,70,-74,80,-77,90,-80,130,-72,140,-62,150,-89,160,-70
0,20,-70,30,-68,60,-71,70,-72,80,-68,90,-72,130,-69,140,-66,150,-63,160,-71
0,20,-69,30,-61,60,-71,70,-78,80,-67,90,-78,130,-70,140,-63,150,-83,160,-70
0,20,-73,30,-67,60,-76,70,-72,80,-73,90,-74,130,-68,140,-67,150,-85,160,-69
0,20,-61,30,-69,60,-71,70,-77,80,-72,90,-78,130,-69,140,-65,150,-81,160,-69
0,20,-70,30,-62,60,-72,70,-71,80,-76,90,-80,130,-70,140,-69,150,-64,160,-70
0,20,-67,30,-65,60,-78,70,-73,80,-73,90,-78,130,-68,140,-66,150,-60,160,-70
0,20,-64,30,-66,60,-71,70,-73,80,-77,90,-77,130,-74,140,-66,150,-83,160,-67
0,20,-63,30,-64,60,-78,70,-77,80,-69,90,-77,130,-71,140,-65,150,-63,160,-79
0,20,-74,30,-68,60,-71,70,-71,80,-69,90,-85,130,-74,140,-63,150,-59,160,-67
0,20,-59,30,-65,60,-73,70,-75,80,-70,90,-75,130,-76,140,-67,150,-66,160,-71
0,20,-59,30,-68,60,-71,70,-71,80,-74,90,-76,130,-72,140,-65,150,-71,160,-71
0,20,-57,30,-67,60,-70,70,-71,80,-72,90,-77,130,-82,140,-63,150,-70,160,-73
0,20,-58,30,-67,60,-73,70,-74,80,-71,90,-83,130,-72,140,-65,150,-61,160,-71
0,20,-59,30,-65,60,-71,70,-72,80,-76,90,-79,130,-70,140,-64,150,-70,160,-69
0,20,-63,30,-68,60,-70,70,-76,80,-75,90,-79,130,-72,140,-63,150,-63,160,-70
0,20,-62,30,-68,60,-79,70,-71,80,-89,90,-77,130,-69,140,-62,150,-77,160,-72
0,20,-59,30,-67,60,-78,70,-74,80,-77,90,-78,130,-71,140,-65,150,-64,160,-72
0,20,-64,30,-68,60,-76,70,-82,80,-70,90,-78,130,-75,140,-65,150,-64,160,-68
0,20,-59,30,-69,60,-74,70,-74,80,-73,90,-75,130,-72,140,-66,150,-81,160,-67
0,20,-61,30,-67,60,-72,70,-80,80,-72,90,-77,130,-72,140,-65,150,-60,160,-69
0,20,-66,30,-69,60,-69,70,-71,80,-70,90,-78,130,-73,140,-65,150,-76,160,-69
0,20,-58,30,-68,60,-79,70,-72,80,-72,90,-83,130,-70,140,-65,150,-61,160,-72
0,20,-62,30,-66,60,-71,70,-76,80,-70,90,-75,130,-69,140,-64,150,-64,160,-66
0,20,-61,30,-69,60,-80,70,-73,80,-85,90,-80,130,-71,140,-63,150,-73,160,-69
0,20,-66,30,-68,60,-69,70,-70,80,-68,90,-79,130,-71,140,-63,150,-63,160,-68
0,20,-70,30,-63,60,-69,70,-73,80,-71,90,-79,130,-73,140,-64,150,-65,160,-70
0,20,-68,30,-66,60,-70,70,-70,80,-71,90,-78,130,-77,140,-63,150,-65,160,-71
0,20,-61,30,-67,60,-83,70,-75,80,-69,90,-74,130,-74,140,-65,150,-60,160,-69
0,20,-65,30,-70,60,-69,70,-74,80,-69,90,-82,130,-71,140,-65,150,-64,160,-74
0,20,-62,30,-68,60,-72,70,-73,80,-70,90,-71,130,-89,140,-61,150,-65,160,-65
0,20,-62,30,-63,60,-73,70,-70,80,-71,90,-72,130,-70,140,-67,150,-65,160,-67
0,20,-64,30,-63,60,-81,70,-80,80,-75,90,-75,130,-69,140,-64,150,-61,160,-70
0,20,-59,30,-64,60,-69,70,-73,80,-69,90,-78,130,-72,140,-65,150,-75,160,-65
0,20,-61,30,-63,60,-71,70,-72,80,-70,90,-79,130,-80,140,-62,150,-65,160,-68
0,20,-60,30,-67,60,-74,70,-80,80,-76,90,-73,130,-71,140,-65,150,-75,160,-66
0,20,-60,30,-62,60,-79,70,-76,80,-70,90,-78,130,-68,140,-67,150,-64,160,-64
0,20,-60,30,-63,60,-74,70,-71,80,-70,90,-71,130,-77,140,-60,150,-76,160,-69
0,20,-60,30,-64,60,-72,70,-79,80,-71,90,-71,130,-81,140,-65,150,-76,160,-63
0,20,-65,30,-70,60,-70,70,-72,80,-80,90,-79,130,-68,140,-60,150,-60,160,-65
0,20,-62,30,-63,60,-76,70,-71,80,-69,90,-79,130,-70,140,-69,150,-76,160,-67
0,20,-59,30,-62,60,-71,70,-71,80,-70,90,-68,130,-70,140,-63,150,-60,160,-64
0,20,-62,30,-68,60,-79,70,-69,80,-70,90,-72,130,-68,140,-66,150,-75,160,-62
0,20,-59,30,-68,60,-71,70,-72,80,-81,90,-72,130,-68,140,-60,150,-64,160,-62
0,20,-66,30,-68,60,-71,70,-78,80,-70,90,-78,130,-74,140,-65,150,-60,160,-65
0,20,-66,30,-67,60,-73,70,-73,80,-69,90,-72,130,-75,140,-65,150,-77,160,-66
0,20,-62,30,-62,60,-74,70,-70,80,-80,90,-72,130,-74,140,-65,150,-65,160,-65
0,20,-60,30,-69,60,-74,70,-77,80,-71,90,-72,130,-68,140,-64,150,-60,160,-65
0,20,-65,30,-69,60,-70,70,-70,80,-70,90,-73,130,-69,140,-66,150,-75,160,-70
0,20,-66,30,-67,60,-73,70,-71,80,-81,90,-77,130,-69,140,-63,150,-77,160,-69
0,20,-58,30,-62,60,-79,70,-72,80,-80,90,-77,130,-71,140,-65,150,-76,160,-66
0,20,-62,30,-67,60,-84,70,-71,80,-81,90,-93,130,-75,140,-64,150,-64,160,-67
0,20,-63,30,-62,60,-76,70,-77,80,-70,90,-80,130,-70,140,-65,150,-64,160,-67
0,20,-59,30,-63,60,-80,70,-69,80,-70,90,-78,130,-71,140,-61,150,-61,160,-67
0,20,-65,30,-67,60,-70,70,-71,80,-70,90,-79,130,-68,140,-65,150,-76,160,-67
0,20,-61,30,-68,60,-82,70,-71,80,-81,90,-73,130,-75,140,-62,150,-77,160,-68
0,20,-64,30,-71,60,-82,70,-71,80,-70,90,-73,130,-69,140,-66,150,-76,160,-68
0,20,-60,30,-68,60,-71,70,-70,80,-71,90,-78,130,-72,140,-60,150,-60,160,-67
0,20,-61,30,-71,60,-70,70,-72,80,-70,90,-72,130,-69,140,-66,150,-64,160,-65
0,20,-58,30,-67,60,-82,70,-71,80,-69,90,-72,130,-75,140,-64,150,-77,160,-67
0,20,-58,30,-71,60,-70,70,-72,80,-82,90,-78,130,-69,140,-64,150,-78,160,-65
0,20,-58,30,-63,60,-75,70,-71,80,-82,90,-78,130,-68,140,-66,150,-79,160,-65
0,20,-58,30,-72,60,-73,70,-71,80,-71,90,-72,130,-75,140,-64,150,-64,160,-67
0,20,-59,30,-71,60,-73,70,-77,80,-71,90,-79,130,-75,140,-64,150,-78,160,-67
0,20,-59,30,-66,60,-74,70,-73,80,-72,90,-72,130,-71,140,-66,150,-60,160,-65
0,20,-58,30,-67,60,-73,70,-72,80,-71,90,-96,130,-69,140,-61,150,-63,160,-66
0,20,-61,30,-72,60,-72,70,-70,80,-71,90,-72,130,-75,140,-65,150,-63,160,-67
0,20,-58,30,-70,60,-71,70,-72,80,-83,90,-74,130,-71,140,-64,150,-79,160,-67
0,20,-59,30,-70,60,-73,70,-70,80,-82,90,-72,130,-68,140,-61,150,-63,160,-66
0,20,-58,30,-67,60,-71,70,-71,80,-69,90,-78,130,-72,140,-64,150,-78,160,-66
0,20,-64,30,-71,60,-83,70,-76,80,-82,90,-72,130,-71,140,-64,150,-63,160,-67
0,20,-62,30,-66,60,-73,70,-78,80,-83,90,-72,130,-71,140,-65,150,-78,160,-67
0,20,-59,30,-68,60,-71,70,-71,80,-80,90,-74,130,-72,140,-61,150,-60,160,-65
0,20,-59,30,-67,60,-70,70,-73,80,-71,90,-78,130,-71,140,-63,150,-60,160,-67
0,20,-59,30,-66,60,-82,70,-78,80,-71,90,-78,130,-78,140,-61,150,-80,160,-65
0,20,-66,30,-72,60,-82,70,-78,80,-81,90,-79,130,-72,140,-61,150,-60,160,-67
0,20,-65,30,-70,60,-69,70,-69,80,-71,90,-77,130,-80,140,-65,150,-79,160,-67
0,20,-58,30,-69,60,-73,70,-71,80,-69,90,-72,130,-69,140,-66,150,-64,160,-67
0,20,-61,30,-63,60,-71,70,-73,80,-70,90,-71,130,-70,140,-65,150,-60,160,-67
0,20,-62,30,-71,60,-83,70,-77,80,-71,90,-72,130,-72,140,-64,150,-60,160,-65
0,20,-65,30,-62,60,-71,70,-70,80,-71,90,-79,130,-78,140,-65,150,-81,160,-68
0,20,-60,30,-71,60,-69,70,-71,80,-69,90,-77,130,-71,140,-66,150,-60,160,-66
0,20,-58,30,-67,60,-75,70,-72,80,-70,90,-78,130,-85,140,-66,150,-64,160,-67
0,20,-66,30,-69,60,-81,70,-78,80,-69,90,-91,130,-71,140,-65,150,-80,160,-68
0,20,-62,30,-70,60,-69,70,-69,80,-72,90,-72,130,-70,140,-61,150,-80,160,-66
0,20,-62,30,-63,60,-69,70,-78,80,-72,90,-95,130,-71,140,-65,150,-79,160,-66
0,20,-62,30,-67,60,-80,70,-76,80,-71,90,-78,130,-88,140,-66,150,-80,160,-66
0,20,-62,30,-67,60,-74,70,-72,80,-82,90,-77,130,-72,140,-65,150,-80,160,-66
